,inputs,outputs,prediction
99,what's the weather going to be like this week what location should i look up the weekly forecast for?  will it be hot in brentwood? it should not be hot in brentwood this week. thank you.,you're welcome!,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> this <unk> <eos>
100,where is a nearby parking garage?,"the nearest one is parking_garage#poi, it's just dentist_appointment#partys_house#distance away",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> and <pad> are both <unk> <eos>
101,"where is a nearby parking garage? the nearest one is parking_garage#poi, it's just dentist_appointment#partys_house#distance away oh great job. thanks.",you're welcome!,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> you navigation <unk> <eos>
102,will there be drizzle in redwood city this weekend?,there will be no drizzle in redwood city this weekend.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> there will not be drizzle in redwood city this <unk> <eos>
103,will there be drizzle in redwood city this weekend? there will be no drizzle in redwood city this weekend. thanks.,no problem!,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <unk> <eos>
104,car please send me the fastest route to go back home,taking you home.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> there there is away i away the route fastest the <unk> <eos>
105,car please send me the fastest route to go back home taking you home. what is the address?,home is home#address. anything else i can help you with?,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> do you route position on your <unk> <eos>
106,"car please send me the fastest route to go back home taking you home. what is the address? home is home#address. anything else i can help you with? please send me the fastest route on screen and let's go there, thank you!","got it, will do!",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> route on your address drive <unk> <eos>
107,"car please send me the fastest route to go back home taking you home. what is the address? home is home#address. anything else i can help you with? please send me the fastest route on screen and let's go there, thank you! got it, will do! thanks for all your help.",you're welcome. i am always happy to help.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> route on your address drive <unk> <eos>
108,make an appointment for the doctor on the 12th,at what time should i set the appointment?,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <unk> what time appointment the <unk> <eos>
109,make an appointment for the doctor on the 12th at what time should i set the appointment?  set it at 7 pm please.,i have made an appointment for the doctor on lab_appointment#date at meeting#time.,<pad> <pad> <pad> <pad> <pad> <pad> i <pad> scheduled a doctor's appointment <pad> <pad> this on <unk> aug <unk> <eos>
110,make an appointment for the doctor on the 12th at what time should i set the appointment?  set it at 7 pm please.  i have made an appointment for the doctor on lab_appointment#date at meeting#time.  thank you.,you are welcome,<pad> <pad> <pad> <pad> <pad> <pad> i <pad> scheduled a doctor's appointment <pad> <pad> this on <unk> aug <unk> <eos>
111,what is the temperature for the next 7 days weather forecast,what city are you interested in?,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> what city shall you wanting the weather <unk> <eos>
112,what is the temperature for the next 7 days weather forecast what city are you interested in? compton.,the temperature in compton will be between 70f and 100f on football_activity#date and lab_appointment#date. during the other days of the week it will remain between 30f and 70f,<pad> <pad> <pad> <pad> will be between in <unk> in this <unk> <unk> <unk> <unk> on <unk> <unk> <unk> <eos>
113,what is the temperature for the next 7 days weather forecast what city are you interested in? compton. the temperature in compton will be between 70f and 100f on football_activity#date and lab_appointment#date. during the other days of the week it will remain between 30f and 70f thank you very much car!,you're very welcome.,<pad> <pad> <pad> <pad> <pad> <pad> will <pad> in <pad> <unk> <pad> <pad> <pad> <pad> <pad> you are on <eos>
114,what will be the highest temperature on friday in mountain view?,"on lab_appointment#date, the highest temperature in mountain view is predicted to be 50f",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> the temperature will be on on will be will be <unk> <eos>
115,"what will be the highest temperature on friday in mountain view? on lab_appointment#date, the highest temperature in mountain view is predicted to be 50f thanks.",anytime,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> you're <unk> <eos>
116,"remind me about my yoga activity with mother on the 15th of this month, it is at 3 pm.","okay, i will remind you of your yoga activity with your lab_appointment#party scheduled on meeting#date of this month.",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> no <unk> <eos>
117,"remind me about my yoga activity with mother on the 15th of this month, it is at 3 pm. okay, i will remind you of your yoga activity with your lab_appointment#party scheduled on meeting#date of this month. schedule it for 3 pm.",setting reminder for yoga activity with your lab_appointment#party on swimming_activity#date at football_activity#time,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> no <unk> <eos>
118,what time is my next tennis activity and who will be attending?,your next tennis activity is on lab_appointment#date at lab_appointment#time with your lab_appointment#party.,<pad> <pad> <pad> <pad> appointments scheduled for <pad> same <unk> next will be activity at at with or <unk> <eos>
119,what time is my next tennis activity and who will be attending? your next tennis activity is on lab_appointment#date at lab_appointment#time with your lab_appointment#party. thanks!,glad i can help.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> you're <unk> <eos>
120,"car i need a hospital, please send me a quick route to the one near me in the direction we're driving",hospital#poi is on the way.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> away have is with <unk> <eos>
121,"car i need a hospital, please send me a quick route to the one near me in the direction we're driving hospital#poi is on the way. please pick a quick route and let's go there, thank you!","navigating to hospital#poi at Stanford_Express_Care#address. there is Pizza_Chicago#traffic_info on the way there, however.",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> away have is with <unk> <eos>
122,"car i need a hospital, please send me a quick route to the one near me in the direction we're driving hospital#poi is on the way. please pick a quick route and let's go there, thank you! navigating to hospital#poi at Stanford_Express_Care#address. there is Pizza_Chicago#traffic_info on the way there, however.  ok, thanks car!",you're very welcome.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> away have is with <unk> <eos>
123,schedule a swimming activity on monday the 1st with my father at 4pm.,i will promptly schedule a swimming activity on football_activity#date swimming_activity#date with your lab_appointment#party at dentist_appointment#time.,<pad> <pad> <pad> <pad> <pad> <pad> i for for with swimming activity with your for for wed at <unk> <eos>
124,schedule a swimming activity on monday the 1st with my father at 4pm. i will promptly schedule a swimming activity on football_activity#date swimming_activity#date with your lab_appointment#party at dentist_appointment#time. thanks.,you're welcome.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> glad to help <eos>
125,will there be clear skies in danville on thursday?,dew is predicted in danville on football_activity#date,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <unk> will will be be humid on danville in <unk> <eos>
126,will there be clear skies in danville on thursday? dew is predicted in danville on football_activity#date thank you!,anytime!,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> you are <unk> <eos>
127,is it gonna snow in durham during the week?,durham does not have any snow predicted this week.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> there forecast forecast chance chance of rain on in in <unk> <eos>
128,is it gonna snow in durham during the week? durham does not have any snow predicted this week. thank you.,you are welcome.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> you very <unk> <eos>
129,what is the weather like this week,what city do you want the weather for?,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> what <pad> what the what city are you inquiring <unk> <eos>
130,what is the weather like this week what city do you want the weather for? cleveland.,"this week in cleveland the weather will be clear skies on football_activity#date, dew on lab_appointment#date, stormy on lab_appointment#date, drizzle on tmeeting#partyusday, cloudy on lab_appointment#date, overcast on swimming_activity#date, and raining on dinner#date",the <pad> the weather in be is for <unk> <unk> <unk> the to <unk> <unk> <unk> <unk> <unk> <unk> <eos>
131,"what is the weather like this week what city do you want the weather for? cleveland. this week in cleveland the weather will be clear skies on football_activity#date, dew on lab_appointment#date, stormy on lab_appointment#date, drizzle on tmeeting#partyusday, cloudy on lab_appointment#date, overcast on swimming_activity#date, and raining on dinner#date thank.",you're very welcome!,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> you in are <unk> <eos>
132,will it be dry in new york on wednesday?,it will be dry lab_appointment#date in new york.,in <pad> <pad> it <pad> new york rain rain on on <unk> <unk> rain rain on a high <unk> <eos>
133,will it be dry in new york on wednesday? it will be dry lab_appointment#date in new york. thank you so much.,no problem.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> help <unk> <eos>
134,check weather forecast for seattle,for what day would you like to know?,<pad> <pad> <pad> in seattle it will be <unk> <pad> you <unk> as well in <unk> days' weather <unk> <eos>
135,check weather forecast for seattle for what day would you like to know? please tell me the forecast in seattle this week.,"this week in seattle the weather is forecasted to be overcast, cloudy, windy, foggy, drzzle, warm ,and dry",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> you're <unk> <eos>
136,"check weather forecast for seattle for what day would you like to know? please tell me the forecast in seattle this week. this week in seattle the weather is forecasted to be overcast, cloudy, windy, foggy, drzzle, warm ,and dry thank you.",you're welcome.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> you're <unk> <eos>
137,find me a chinese restaurant with a no traffic route.,chinese_restaurant#poi is the only chinese restaurant but here is Pizza_Chicago#traffic_info.,<pad> <pad> <pad> <pad> <pad> a a route at <unk> is is <unk> <unk> would <unk> like the <unk> <eos>
138,find me a chinese restaurant with a no traffic route.  chinese_restaurant#poi is the only chinese restaurant but here is Pizza_Chicago#traffic_info. send me the address anyway.,chinese_restaurant#poi is at Chef_Chu's#address.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <unk> <unk> you're <unk> <eos>
139,"find me a chinese restaurant with a no traffic route.  chinese_restaurant#poi is the only chinese restaurant but here is Pizza_Chicago#traffic_info. send me the address anyway. chinese_restaurant#poi is at Chef_Chu's#address.  please pick a route with no traffic to get there, thanks!",there will be Pizza_Chicago#traffic_info sorry.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <unk> <unk> you're <unk> <eos>
140,"find me a chinese restaurant with a no traffic route.  chinese_restaurant#poi is the only chinese restaurant but here is Pizza_Chicago#traffic_info. send me the address anyway. chinese_restaurant#poi is at Chef_Chu's#address.  please pick a route with no traffic to get there, thanks! there will be Pizza_Chicago#traffic_info sorry. that is ok, thank you.",you're welcome!,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <unk> <unk> you're <unk> <eos>
