,inputs,outputs,prediction
172,take me to the mall to buy some clothes,midtown shopping center is the closest shopping center to you. would you like the address?,"['the', 'is', 'is', 'is', 'is', 'at', 'at', 'at', '<unk>', '<eos>']"
173,i need the address to my friend's house please.,jills house is located at 347 alta mesa ave.,"['<pad>', 'your', 'is', 'is', 'at', 'at', 'mesa', 'street', '<unk>', '<eos>']"
174,find me a tea house,there is cafe venetia that's 4 miles away at 269 alger dr,"['<pad>', '<pad>', '<pad>', 'a', 'are', 'are', 'miles', 'away', '<unk>', '<eos>']"
175,when is the football game,the football game is wednesday at 10 am.,"['the', 'football', 'game', 'is', 'at', 'at', 'at', '11', 'am', '<eos>']"
176,what's the temperature going to be for the week,in what city are you asking?,"['what', 'do', 'do', 'you', 'want', 'the', 'weather', 'for', 'for', '<eos>']"
177,where do i live?,home is listed as 56 caldwell street.,"['<pad>', 'your', 'home', 'is', 'is', '56', 'cadwell', 'street', '<unk>', '<eos>']"
178,find the nearest shopping mall on the map,the nearest one is midtown shopping center but there is a road block nearby. there is also ravenswood shopping center 2 miles farther but with no traffic on its direction,"['the', 'the', 'the', 'the', 'is', 'is', 'is', 'for', '<unk>', '<eos>']"
179,where can i get groceries?,whole foods is 4 miles away.,"['<pad>', '<pad>', 'is', 'sigona', 'farmers', 'market', 'miles', 'close', '<unk>', '<eos>']"
180,i want tea.,we're 5 miles away from starbucks: do you like their tea?,"['<pad>', '<pad>', 'panda', 'starbucks', 'is', '4', 'miles', 'away', '<unk>', '<eos>']"
181,directions to nearest barista,"the nearer cafe is cafe venetia, it's 2 miles away and there is a car collision nearby","['<pad>', '<pad>', '<pad>', 'is', '<unk>', '<unk>', 'to', 'nearby', '<unk>', '<eos>']"
182,schedule an appointment for yoga,okay scheduling an appointment for yoga.,"['what', 'day', 'day', 'and', '<unk>', 'i', 'your', 'optometrist', '<unk>', '<eos>']"
183,when is the next cloudy day,what city are you asking about?,"['what', '<pad>', 'what', 'city', 'are', 'you', 'asking', 'located', '<unk>', '<eos>']"
184,what's the weather forecast for tomorrow,what city are you asking about?,"['what', 'can', 'can', 'tell', 'tell', 'you', 'the', 'weather', 'for', '<eos>']"
185,are there clear skies in the forecast today,what location would you like the weather information for?,"['what', 'city', 'do', 'you', 'want', 'the', 'forecast', 'for', '<unk>', '<eos>']"
186,closest coffee,"the closest coffee place is coupa but there is heavy traffic, would you like a different location?","['<pad>', '<pad>', 'is', 'days', 'is', 'in', 'miles', 'away', '<unk>', '<eos>']"
187,please let me know the weather forecast for tomorrow,what city are you interested in the forecast for?,"['what', 'city', 'would', 'would', 'you', 'you', 'you', 'the', 'forecast', '<unk>']"
188,please give me information about my conference.,you have a conference on the 13th at 9am with hr,"['<pad>', '<pad>', '<pad>', '<pad>', 'to', 'to', 'to', 'to', 'now', '<unk>']"
189,is there snow in the forecast for the week,what city can i give you this weather information for?,"['what', 'city', 'do', 'you', 'want', 'the', 'forecast', 'for', '<unk>', '<eos>']"
190,when's the football activity and who's attending?,"you have four football activities scheduled, one on monday at 6pm with alex, one on the 13th at 9am with alex, one on wednesday at 1pm with jeff, and one on saturday at 5pm with ana.","['the', 'is', 'is', 'is', 'at', 'on', 'on', 'pm', '<unk>', '<eos>']"
191,please give the directions to a nearby hospital.,the only nearby hospital is  stanford express care which is 5 miles away.,"['<pad>', '<pad>', 'navigating', 'safeway', 'at', 'at', 'alester', 'dr', '<unk>', '<eos>']"
192,set reminder for doctor's appointment for the tenth,"okay setting reminder for doctor's appointment on the tenth, would you like me to include a time?","['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'at', 'anything', 'anything', '<unk>', '<eos>']"
193,give me directions to the closest shopping mall,we are 3 miles away from town and county shopping center. does it sound good to you?,"['<pad>', '<pad>', 'navigating', 'you', 'is', 'town', 'and', 'country', '<unk>', '<eos>']"
194,where can i get coffee?,coupa is 5 miles away.,"['<pad>', '<pad>', '<pad>', 'joes', 'is', '2', 'miles', 'away', '<unk>', '<eos>']"
195,is it going to snow today,what city do you wanna know if it will snow today?,"['<pad>', '<pad>', 'what', 'city', 'are', 'you', 'asking', 'about', '<unk>', '<eos>']"
196,what is a good chinese restaurant?,i have a few chinese restaurants listed. which one would you like to know about?,"['<pad>', '<pad>', 'and', 'the', 'is', '4', 'miles', 'away', '<unk>', '<eos>']"
197,check today's forecast for rain,what city do you want to know if it's going to rain or not?,"['what', 'would', 'would', 'like', 'like', 'hear', 'the', 'forecast', 'for', '<eos>']"
198,search today's forecast,what city can i give you the weather forecast for?,"['what', 'city', 'do', 'you', 'want', 'the', 'weather', 'weather', 'for', '<eos>']"
199,what's the weather like in grand rapids,is there a specific day you would like me to check the weather in grand rapids for?,"['what', 'can', 'can', 'tell', 'tell', 'grand', 'grand', 'rapids', 'weather', '<eos>']"
200,what is the weather like in new york city,did you want the current weather?,"['<pad>', '<pad>', 'what', 'days', 'are', 'you', 'interested', 'in', '<unk>', '<eos>']"
201,is it raining today,what city would you like weather information about?,"['<pad>', 'is', 'is', 'raining', 'raining', 'in', 'compton', 'in', 'atherton', '<eos>']"
202,remind me about my lab appointment,what date is your appointment?,"['<pad>', '<pad>', 'what', 'doctor', 'is', 'is', 'optometrist', 'optometrist', '<unk>', '<eos>']"
203,is it snowing in redwood city right now?,it is cloudy in redwood city today.,"['it', 'is', 'is', 'is', 'stormy', 'in', 'danville', 'right', '<unk>', '<eos>']"
204,take me to the mall to buy some clothes,would you prefer stanford shopping center which is 7 miles away with no traffic or ravenswood shopping center which is 1 mile away with a road block nearby?,"['the', 'is', 'is', 'is', 'is', 'at', 'at', 'at', '<unk>', '<eos>']"
205,navigate home,there is moderate traffic on the 4 mile route home to 56 cadwell street,"['<pad>', '<pad>', 'is', 'being', 'give', '<unk>', '<unk>', 'in', '<unk>', '<eos>']"
206,give me a location to a local parking lot,there's a parking garage 2 miles away. would you like the name and address of it?,"['<pad>', 'stanford', 'stanford', 'center', 'is', '6', 'miles', 'nearby', '<unk>', '<eos>']"
207,what is the forecast for the next 7 days,for what city are you interested in?,"['<pad>', '<pad>', '<pad>', 'city', 'city', 'you', 'that', 'you', 'for', '<eos>']"
208,show me directions to the nearest grocery store,the nearest grocery store is located 6 miles away at 452 arcadia pl.,"['<pad>', '<pad>', 'the', 'the', 'the', 'grocery', 'store', 'is', '<unk>', '<eos>']"
209,remind me to take my pills,what time do you need to take your pills?,"['<pad>', '<pad>', '<pad>', '<pad>', 'you', 'you', 'you', 'you', 'to', 'to', 'the', 'the', 'for', '<unk>', '<eos>']"
210,what gas stations are here?,there is a chevron.,"['<pad>', '<pad>', '<pad>', 'two', 'gas', 'listed', 'listed', 'listed', 'would', 'you', 'you', 'you', 'arcadia', '<unk>', '<eos>']"
211,what's the temperature going to be like on friday,what city should i find friday's temperature for?,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'the', 'the', 'the', 'the', 'the', 'the', 'on', '<unk>', '<unk>', '<eos>']"
212,give me directions to the closest grocery store,there are whole foods 2 miles away and sigona farmers market 4 miles away. where do we go?,"['there', 'foods', 'trader', 'store', 'is', 'miles', 'away', '<unk>', 'would', 'you', 'like', 'like', 'alameda', 'st', '<eos>']"
213,what will the weather in fresno be in the next 48 hours?,the weather in fresno over the next 48 hours will be cloudy with snow.,"['<pad>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', 'be', 'be', 'in', 'in', 'in', 'in', 'days', '<unk>', '<eos>']"
214,where is home,"home is where is your heart is, at 56 cadwell street","['<pad>', '<pad>', '<pad>', 'is', 'at', 'miles', 'miles', 'away', 'away', 'at', 'at', 'alta', 'away', '<unk>', '<eos>']"
215,where is the closest grocery store,we are 4 miles away from whole foods and from safeway: which one do you prefer?,"['there', 'is', 'is', 'is', 'is', 'miles', 'away', 'away', '<unk>', 'you', 'you', 'like', 'on', '<unk>', '<eos>']"
216,give me directions to the closest grocery store,we're 3 miles away from willows market but there is a car collision nearby,"['there', 'foods', 'trader', 'store', 'is', 'miles', 'away', '<unk>', 'would', 'you', 'like', 'like', 'alameda', 'st', '<eos>']"
217,where does my friend live?,jill's house is located 5 miles away at 347 alta mesa avenue.,"['i', 'have', 'two', 'listings', 'friends', 'house', 'house', '<unk>', '<unk>', '<unk>', 'the', 'friend', 'you', '<unk>', '<eos>']"
218,what is the highest temperature in brentwood over the next two days?,it will be 80f on tuesday in brentwood.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'will', 'will', 'will', 'be', 'in', 'in', 'in', 'today', '<unk>', '<eos>']"
219,set reminder for dinner at 11am with mom on friday,"okay, scheduling friday dinner with mom at 11 am.","['<pad>', '<pad>', '<pad>', '<pad>', 'dinner', 'a', 'would', 'would', 'would', 'to', 'the', 'the', 'set', '<unk>', '<eos>']"
220,what time is dinner tonight,your dinner is 5pm tonight.,"['<pad>', '<pad>', '<pad>', 'what', 'would', 'you', 'you', 'like', 'to', 'to', 'at', 'at', 'tonight', '<unk>', '<eos>']"
221,what are the directions to the closest parking garage,"the closest parking garage is civic center garage, located 4 miles away at 270 altaire walk.","['the', '<pad>', 'closest', 'closest', 'miles', 'miles', 'miles', 'away', '<unk>', 'would', 'you', 'like', 'st', '<unk>', '<eos>']"
222,give me directions to the nearest shopping center,"i've set the gps to stanford shopping center, 773 alger dr, it's 2 miles away","['the', 'nearest', 'mall', 'is', 'is', 'shopping', 'shopping', 'away', '<unk>', '<unk>', 'you', 'on', 'away', '<unk>', '<eos>']"
223,find the address to a hospital or clinic.,stanford express care is at 214 el camino real.,"['<pad>', '<pad>', '<pad>', 'palo', 'palo', 'palo', 'alto', '8', 'and', 'it', 'you', 'like', 'your', '<unk>', '<eos>']"
224,is it going to snow this week,where should i check for snow?,"['<pad>', 'city', 'what', 'city', 'you', 'to', 'to', 'if', 'if', 'it', 'going', 'snow', 'for', '<unk>', '<eos>']"
225,is it going to snow this week where should i check for snow? corona,there will be no snow in corona this week.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<unk>', '<unk>', '<unk>', '<unk>', 'in', 'city', 'city', '<unk>', '<eos>']"
226,i need a reminder for dinner.,what time shall i set a dinner reminder?,"['<pad>', '<pad>', 'what', 'time', 'shall', 'and', 'and', 'the', 'the', 'the', 'the', 'reminder', 'for', '<unk>', '<eos>']"
227,will it be warm in compton on wednesday?,it will not be warm in compton on wednesday.,"['<pad>', '<pad>', '<pad>', '<pad>', 'will', 'not', 'be', 'be', 'be', 'the', 'the', 'the', 'on', '<unk>', '<eos>']"
228,set an appointment for swimming,what time would like me to set the appointment?,"['<pad>', '<pad>', '<pad>', 'time', 'time', 'time', 'time', 'time', 'time', 'the', 'the', 'the', 'for', '<unk>', '<eos>']"
229,i need gas.,valero is 4 miles away.,"['<pad>', '<pad>', '<pad>', 'is', 'is', 'miles', 'miles', '<unk>', '<unk>', 'at', 'at', 'miles', 'away', '<unk>', '<eos>']"
230,i need gas. valero is 4 miles away. what is the address?,valero is at 200 alester avenue.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'the', 'the', 'the', 'is', 'is', 'the', 'the', 'on', '<unk>', '<eos>']"
231,take me to my friend's house,"your friends house is on 5677 southwest 4th street, there is moderate traffic on our way but we're just 1 miles away","['<pad>', '<pad>', '<pad>', 'two', 'listed', 'listed', 'listed', 'listed', '<unk>', '<unk>', 'you', 'to', 'for', '<unk>', '<eos>']"
232,where can i go shopping?,we're 3 miles away from midtown shopping center and there is no traffic on our way,"['<pad>', '<pad>', 'shopping', 'mall', 'is', 'shopping', 'miles', 'away', '<unk>', 'at', 'you', 'you', 'info', '<unk>', '<eos>']"
233,does the forecast call for snow today,tell me what city you would like to know about snow today?,"['<pad>', '<pad>', '<pad>', 'what', 'what', 'city', 'you', 'to', 'to', 'know', 'the', 'forecast', 'for', '<unk>', '<eos>']"
234,get me directions to a local cafe,we're 5 miles away from starbucks: would you like to go there?,"['<pad>', '<pad>', 'are', 'are', 'is', 'miles', 'away', '<unk>', '<unk>', 'you', 'the', 'the', 'one', '<unk>', '<eos>']"
235,schedule conference with sales team on the 11th of this month 9am,"okay, scheduling a conference with the sales team at 9am on the 11th of this month.","['<pad>', '<pad>', '<pad>', '<pad>', '<unk>', 'for', 'at', 'at', 'at', 'to', 'at', 'at', 'at', '<unk>', '<eos>']"
236,what time is my doctor apartment and who is it with?,are you talking about the doctor appointment on wednesday or the one on the 5th?,"['<pad>', '<pad>', '<pad>', '<pad>', 'mean', 'mean', 'is', 'is', 'on', 'the', 'the', 'with', 'alex', '<unk>', '<eos>']"
237,what's the weather forecast for today and tomorrow,in what city are you interested?,"['<pad>', '<pad>', '<pad>', 'what', 'city', 'city', 'you', 'you', 'today', 'the', 'forecast', 'forecast', 'for', '<unk>', '<eos>']"
238,give me directions to the nearest shopping mall,there is the midtown shopping center 3 miles away and no traffic on the route: set this destination on your gps?,"['the', 'is', 'mall', 'is', 'is', 'shopping', 'miles', 'away', 'away', '<unk>', 'you', 'on', 'get', 'ave', '<eos>']"
239,find me the quickest route to the grocery store.,hacienda market is the closest grocery store 1 mile away,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'there', '<unk>', '<unk>', '<unk>', 'at', 'miles', 'miles', 'away', '<unk>', '<eos>']"
240,give me the forecast for the next 7 days,for what city?,"['<pad>', '<pad>', '<pad>', 'what', 'city', 'you', 'you', 'to', 'the', 'the', 'forecast', 'forecast', 'for', '<unk>', '<eos>']"
241,give me the forecast for the next 7 days for what city? downtown chicago,"in downtown chicago it will be humid on monday, snow on tueday, dry on wednesday, frost on thursday, drizzle on friday, clear skies on saturday and sunday","['<pad>', '<pad>', 'next', 'dinner', 'dinner', 'dinner', 'dinner', 'at', 'at', 'at', 'at', 'at', 'sue', '<unk>', '<eos>']"
242,"car, find the date and time for my tennis activity.",your tennis activity is on the 4th at 5 pm and your sister will be attending.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'is', 'is', 'is', 'is', 'on', 'on', 'on', '<unk>', '<unk>', '<eos>']"
